Occurrence Date,Department,Municipality,Lat,Long,Confidence ratio (km),Deaths,Trigger,Source,Rain Yesterday,Rain Today,Landslide
2010-02-11,ANTIOQUIA,BARBOSA (A),6.44,-75.33,8.1,0,N/A,UNGRD,0.0,0.0,0
2010-10-09,CAUCA,MERCADERES,1.74,-77.28,2.21,0,N/A,UNGRD,3.0,1.1,0
2016-01-30,SANTANDER,ONZAGA,6.34,-72.81,12.48,0,N/A,UNGRD,0.0,0.0,0
2013-05-08,CAUCA,EL TAMBO (C),2.41,-76.69,1.38,0,N/A,UNGRD,15.9,0.0,0
2010-05-11,SANTANDER,CHARTA,7.28,-72.98,6.34,0,N/A,UNGRD,22.4,3.3,0
2011-08-06,ANTIOQUIA,VALDIVIA,7.26,-75.4,13.43,0,N/A,News report,0.0,4.0,0
2013-11-23,HUILA,PALERMO,2.91,-75.44,16.79,0,N/A,UNGRD,3.1,7.6,0
2010-11-28,NARIÑO,PASTO,1.21,-77.28,2.5,0,N/A,UNGRD,15.2,10.6,0
2010-10-18,NORTE DE SANTANDER,SALAZAR DE LAS PALMAS,7.77,-72.87,12.53,0,N/A,UNGRD,3.5,11.3,0
2010-09-29,HUILA,TIMANA,1.95,-75.92,7.7,0,N/A,UNGRD,2.8,1.8,0
2010-03-01,HUILA,TESALIA,2.53,-75.68,11.06,0,N/A,UNGRD,0.0,0.0,0
2011-04-07,TOLIMA,CAJAMARCA,4.4,-75.41,1.52,0,N/A,UNGRD,4.1,0.3,0
2010-02-10,CUNDINAMARCA,BOJACA,4.71,-74.34,5.72,0,N/A,UNGRD,2.4,0.0,0
2012-05-18,CHOCO,TADO,5.27,-76.33,15.08,0,N/A,UNGRD,9.8,18.9,0
2012-08-24,CHOCO,MEDIO ATRATO,6.06,-76.6,2.5,0,N/A,UNGRD,13.1,15.5,0
2012-06-30,ANTIOQUIA,VALDIVIA,7.26,-75.4,13.43,0,N/A,News report,8.9,15.5,0
2011-10-31,CUNDINAMARCA,TOCANCIPA,4.97,-73.93,4.87,0,N/A,UNGRD,0.8,0.0,0
2011-01-22,CHOCO,MEDIO ATRATO,6.06,-76.6,2.5,0,N/A,UNGRD,2.8,0.7,0
2010-05-29,QUINDIO,ARMENIA,4.5,-75.73,6.17,0,N/A,UNGRD,0.3,0.0,0
2010-02-16,VALLE DEL CAUCA,CALI,3.4,-76.58,13.44,0,N/A,UNGRD,0.0,5.1,0
2012-04-04,CAUCA,CALOTO,3.06,-76.32,9.22,0,N/A,UNGRD,0.0,3.9,0
2011-03-19,ANTIOQUIA,ALEJANDRIA,6.36,-75.09,6.5,0,N/A,UNGRD,5.0,18.1,0
2013-10-03,NARIÑO,ILES,0.98,-77.52,5.06,0,N/A,UNGRD,0.0,8.8,0
2010-06-05,SANTANDER,BETULIA (S),7.03,-73.38,11.7,0,N/A,UNGRD,2.6,0.9,0
2014-12-20,BOLIVAR,BARRANCO DE LOBA,8.84,-74.28,11.68,0,N/A,News Report,0.0,0.1,0
2010-11-03,SANTANDER,CHIMA,6.36,-73.4,7.41,0,N/A,UNGRD,17.2,3.7,0
2010-02-11,BOGOTA,BOGOTA,4.63,-74.11,11.6,0,N/A,UNGRD,0.0,0.0,0
2010-01-14,NORTE DE SANTANDER,TOLEDO (NS),7.23,-72.31,21.7,0,N/A,UNGRD,0.0,0.0,0
2010-03-14,NARIÑO,LA CRUZ,1.58,-76.92,8.72,0,N/A,UNGRD,4.0,0.3,0
2014-06-13,ANTIOQUIA,CIUDAD BOLIVAR,5.84,-76.01,9.09,0,N/A,UNGRD,0.2,0.0,0
2010-03-06,SANTANDER,BARICHARA,6.65,-73.21,6.62,0,N/A,UNGRD,0.5,5.9,0
2010-01-23,HUILA,COLOMBIA,3.26,-74.79,22.46,0,N/A,UNGRD,0.0,0.2,0
2010-01-25,ANTIOQUIA,ITUANGO,7.26,-75.85,1.78,0,N/A,UNGRD,0.0,0.6,0
2018-12-19,CUNDINAMARCA,GACHETA,4.87,-73.62,9.11,0,N/A,UNGRD,0.8,0.0,0
2010-03-10,ANTIOQUIA,SEGOVIA,7.27,-74.62,18.87,0,N/A,DESINVENTAR,0.3,0.0,0
2012-06-06,CAUCA,GUAPI,2.41,-77.69,28.59,0,N/A,SIMMA,0.0,0.0,0
2010-03-04,TOLIMA,CASABIANCA,5.02,-75.19,7.5,0,N/A,UNGRD,3.9,0.0,0
2013-03-19,ANTIOQUIA,VALDIVIA,7.29,-75.39,0.5,0,N/A,UNGRD-SIMMA,20.3,3.0,0
2010-01-05,ANTIOQUIA,BRICEÑO,7.11,-75.56,10.98,0,N/A,UNGRD,0.0,0.0,0
2010-03-10,ANTIOQUIA,VALDIVIA,7.26,-75.4,13.43,0,N/A,UNGRD,1.1,1.9,0
2011-11-22,CAUCA,BOLIVAR (C),1.85,-76.96,15.93,0,N/A,UNGRD,4.4,3.1,0
2011-09-02,SANTANDER,PIEDECUESTA,6.97,-73.02,12.41,0,N/A,UNGRD,1.7,0.8,0
2011-05-19,CHOCO,QUIBDO,5.75,-76.41,0.1,0,N/A,UNGRD - SIMMA,0.0,0.0,0
2011-04-21,VALLE DEL CAUCA,DAGUA,3.65,-76.72,17.11,0,N/A,UNGRD,11.1,11.9,0
2014-10-20,ANTIOQUIA,VALDIVIA,7.29,-75.39,0.5,0,N/A,UNGRD-SIMMA,2.4,1.1,0
2011-11-14,ANTIOQUIA,BARBOSA (A),6.44,-75.33,8.1,0,N/A,UNGRD,7.2,20.0,0
2011-10-12,ANTIOQUIA,MEDELLIN,6.26,-75.61,10.86,0,N/A,News report,25.5,26.2,0
2011-01-24,CAUCA,SUCRE,2.06,-76.91,6.57,0,N/A,UNGRD,0.0,0.0,0
2010-10-05,VALLE DEL CAUCA,CALI,3.42,-76.56,0.5,0,N/A,UNGRD - SIMMA,7.6,3.5,0
2010-09-30,NORTE DE SANTANDER,LABATECA,7.22,-72.48,9.02,0,N/A,UNGRD,6.6,4.3,0
2015-10-12,CAQUETA,FLORENCIA,1.75,-75.56,28.7,0,N/A,UNGRD,1.5,14.8,0
2010-02-25,TOLIMA,CHAPARRAL,3.74,-75.59,25.89,0,N/A,UNGRD,0.6,6.2,0
2012-08-27,TOLIMA,CHAPARRAL,3.82,-75.6,0.98,0,N/A,UNGRD,0.0,0.0,0
2010-06-25,ANTIOQUIA,MEDELLIN,6.25,-75.58,6.5,0,N/A,UNGRD,1.9,6.3,0
2010-10-03,NORTE DE SANTANDER,CONVENCION,8.96,-73.18,17.26,0,N/A,UNGRD,2.2,8.1,0
2011-11-20,CAUCA,SUCRE,2.06,-76.91,6.57,0,N/A,UNGRD,2.9,2.6,0
2011-10-11,ANTIOQUIA,ANORI,7.19,-75.11,21.2,0,N/A,UNGRD - SIMMA,4.9,12.3,0
2011-04-08,SANTANDER,RIONEGRO (S),7.29,-73.15,0.71,0,N/A,UNGRD,1.2,2.8,0
2010-12-14,ANTIOQUIA,BARBOSA (A),6.44,-75.33,8.1,0,N/A,UNGRD,13.5,53.4,0
2013-12-24,TOLIMA,MELGAR,4.19,-74.61,8.03,0,N/A,UNGRD,7.2,2.6,0
2010-07-04,TOLIMA,CAJAMARCA,4.41,-75.5,12.73,0,N/A,UNGRD,3.8,3.7,0
2010-03-23,ANTIOQUIA,SEGOVIA,7.27,-74.62,18.87,0,N/A,DESINVENTAR,0.0,1.7,0
2010-09-10,NARIÑO,EL TAMBO (N),1.43,-77.38,8.86,0,N/A,UNGRD,0.0,0.0,0
2010-11-11,HUILA,TIMANA,1.95,-75.92,7.7,0,N/A,UNGRD,25.9,14.8,0
2010-10-24,TOLIMA,PLANADAS,3.11,-75.65,1.79,0,N/A,UNGRD,1.7,5.8,0
2011-02-07,RISARALDA,PUEBLO RICO,5.35,-76.16,0.63,0,N/A,UNGRD,7.5,8.1,0
2013-05-21,QUINDIO,ARMENIA,4.5,-75.73,6.17,0,N/A,UNGRD,2.1,22.7,0
2012-06-04,TOLIMA,ICONONZO,4.13,-74.54,8.3,0,N/A,UNGRD,0.6,0.0,0
2011-04-19,GUAVIARE,SAN JOSE DEL GUAVIARE,2.48,-71.92,73.09,0,N/A,UNGRD,3.7,6.7,0
2010-04-16,CUNDINAMARCA,SOACHA,4.58,-74.24,7.73,0,N/A,UNGRD,1.6,0.7,0
2010-07-06,CALDAS,SAMANA,5.52,-75.0,15.52,0,N/A,UNGRD,7.7,13.2,0
2010-06-03,RISARALDA,SANTUARIO,5.08,-76.03,7.83,0,N/A,UNGRD,1.0,3.4,0
2011-08-14,HUILA,RIVERA (H),2.78,-75.21,10.13,0,N/A,SIMMA,0.0,2.3,0
2010-04-09,SANTANDER,CALIFORNIA,7.33,-72.95,3.78,0,N/A,UNGRD,0.0,0.0,0
2010-04-14,BOYACA,FIRAVITOBA,5.67,-73.02,5.91,0,N/A,UNGRD,26.4,4.8,0
2010-04-07,ANTIOQUIA,SEGOVIA,7.08,-74.7,0.5,0,N/A,UNGRD,4.9,7.8,0
2013-10-27,ANTIOQUIA,SAN JERONIMO,6.44,-75.7,7.24,0,N/A,UNGRD,0.0,6.6,0
2014-01-29,VALLE DEL CAUCA,CALI,3.44,-76.52,4.5,0,N/A,SIMMA,1.1,2.3,0
2011-05-29,TOLIMA,HERVEO,5.07,-75.24,10.14,0,N/A,UNGRD,3.9,2.7,0
2014-04-11,CESAR,SAN DIEGO,10.17,-73.29,14.37,0,N/A,UNGRD,0.0,0.0,0
2010-03-10,TOLIMA,IBAGUE,4.48,-75.17,0.78,0,N/A,UNGRD,1.3,26.0,0
2010-02-23,NARIÑO,CUMBITARA,1.73,-77.59,10.64,0,N/A,UNGRD,4.7,4.0,0
2011-10-11,BOLIVAR,CARTAGENA,10.44,-75.46,13.88,0,N/A,UNGRD,17.6,20.1,0
2016-01-03,CALDAS,MANIZALES,5.14,-75.48,0.57,0,N/A,UNGRD,0.1,1.6,0
2011-09-10,CALDAS,SAMANA,5.52,-75.0,15.52,0,N/A,UNGRD,3.5,21.3,0
2017-08-27,ANTIOQUIA,CONCORDIA,6.05,-75.9,8.74,0,N/A,UNGRD,1.1,6.6,0
2010-07-08,CESAR,PUEBLO BELLO,10.42,-73.61,15.41,0,N/A,UNGRD - SIMMA,3.4,4.1,0
2015-02-04,SANTANDER,BUCARAMANGA,7.16,-73.11,6.99,0,N/A,News report,0.7,0.0,0
2011-09-06,NARIÑO,CHACHAGUI,1.39,-77.27,6.82,0,N/A,UNGRD,0.0,1.2,0
2010-10-11,CHOCO,EL CARMEN DE ATRATO,5.81,-76.19,16.26,0,N/A,UNGRD,28.6,9.3,0
2011-07-05,SANTANDER,SIMACOTA,6.5,-73.36,1.25,0,N/A,UNGRD,6.5,0.2,0
2010-05-24,NORTE DE SANTANDER,LA ESPERANZA,7.7,-73.36,14.61,0,N/A,UNGRD,5.2,0.3,0
2010-08-02,ANTIOQUIA,NARIÑO (A),5.61,-75.25,2.29,0,N/A,UNGRD,0.6,0.0,0
2010-02-06,SANTANDER,BETULIA (S),7.03,-73.38,11.7,0,N/A,UNGRD,0.7,4.5,0
2018-05-16,QUINDIO,CALARCA,4.47,-75.66,8.35,0,N/A,UNGRD,1.2,3.0,0
2010-05-10,SANTANDER,BUCARAMANGA,7.16,-73.11,6.99,0,N/A,UNGRD,2.3,24.3,0
2010-02-20,HUILA,ISNOS,1.95,-76.18,10.95,0,N/A,UNGRD,1.1,0.7,0
2010-11-17,CALDAS,NEIRA,5.18,-75.51,10.83,0,N/A,DESINVENTAR,22.1,12.4,0
2013-09-02,BOYACA,MONIQUIRA,5.86,-73.56,8.28,0,N/A,UNGRD - SIMMA,1.7,5.4,0
2010-03-18,RISARALDA,DOSQUEBRADAS,4.84,-75.67,4.74,0,N/A,UNGRD,2.0,0.1,0
2012-03-27,CAUCA,TIMBIQUI,2.7,-77.49,24.02,0,N/A,UNGRD,7.1,2.6,0
2010-04-19,ANTIOQUIA,GOMEZ PLATA,6.71,-75.19,10.26,0,N/A,UNGRD,0.0,7.2,0
2010-11-20,CALDAS,MANIZALES,5.06,-75.51,2.5,0,N/A,UNGRD,5.6,1.9,0
2011-04-01,ANTIOQUIA,BARBOSA (A),6.44,-75.33,8.1,0,N/A,UNGRD,0.0,0.0,0
2016-07-17,RISARALDA,PEREIRA,4.82,-75.7,6.5,0,N/A,UNGRD,5.6,0.4,0
2010-05-15,CHOCO,EL CARMEN DE ATRATO,5.81,-76.19,16.26,0,N/A,UNGRD,13.5,5.5,0
2010-01-03,BOGOTA,BOGOTA,4.63,-74.11,11.6,0,N/A,HEB,0.0,0.0,0
2010-05-29,BOYACA,FIRAVITOBA,5.67,-73.02,5.91,0,N/A,UNGRD,9.8,5.5,0
2010-10-31,CALDAS,PENSILVANIA,5.39,-75.11,0.76,0,N/A,UNGRD,10.2,4.9,0
2011-03-20,NORTE DE SANTANDER,TIBU,8.71,-72.8,29.19,0,N/A,UNGRD,3.6,1.2,0
2011-12-30,CALDAS,MANIZALES,5.06,-75.51,2.5,0,N/A,UNGRD,0.4,0.5,0
2015-02-24,CUNDINAMARCA,TOCANCIPA,4.97,-73.93,4.87,0,N/A,UNGRD,0.0,0.0,0
2013-09-24,CUNDINAMARCA,GUADUAS,5.08,-74.71,2.95,0,N/A,UNGRD,2.2,0.4,0
2010-07-26,SANTANDER,EL PLAYON,7.52,-73.18,12.04,0,N/A,UNGRD,2.7,3.5,0
2010-06-03,CALDAS,PACORA,5.5,-75.48,9.09,0,N/A,UNGRD,4.0,48.0,0
2010-04-14,SANTANDER,BUCARAMANGA,7.16,-73.11,6.99,0,N/A,News report,5.7,8.5,0
2010-03-25,RISARALDA,MISTRATO,5.41,-75.96,13.42,0,N/A,UNGRD,2.1,3.0,0
2011-08-09,CAUCA,ARGELIA (C),2.31,-77.29,1.79,0,N/A,UNGRD,0.0,0.3,0
2012-10-06,CUNDINAMARCA,GUAYABETAL,4.23,-73.84,8.4,0,N/A,UNGRD,2.4,10.0,0
2010-01-15,HUILA,NEIVA,2.93,-75.28,4.5,0,N/A,UNGRD,0.0,0.0,0
2014-11-19,BOYACA,TIBANA,5.3,-73.39,6.22,0,N/A,SIMMA,29.6,4.9,0
2010-05-25,CUNDINAMARCA,BOJACA,4.71,-74.34,5.72,0,N/A,UNGRD,10.3,10.6,0
2016-12-08,HUILA,TIMANA,1.95,-75.92,7.7,0,N/A,UNGRD,7.5,4.9,0
2016-08-21,SANTANDER,SABANA DE TORRES,7.42,-73.46,2.04,0,N/A,UNGRD,0.0,0.0,0
2011-12-06,TOLIMA,SANTA ISABEL,4.7,-75.11,9.27,0,N/A,UNGRD,3.0,7.8,0
2010-10-12,CALDAS,MANIZALES,5.07,-75.49,11.0,0,N/A,UNGRD,0.7,0.0,0
2016-03-03,NARIÑO,IPIALES,0.5,-77.24,22.45,0,N/A,UNGRD,9.0,14.0,0
2013-04-22,NARIÑO,ILES,0.98,-77.52,5.06,0,N/A,UNGRD,14.4,6.8,0
2011-03-04,ANTIOQUIA,CAROLINA,6.76,-75.32,7.56,0,N/A,UNGRD,17.0,20.1,0
2010-06-26,BOGOTA,BOGOTA,4.63,-74.11,11.6,0,N/A,HEB,11.9,2.1,0
2011-02-23,TOLIMA,HERVEO,5.07,-75.24,10.14,0,N/A,UNGRD,0.0,8.0,0
2014-06-30,QUINDIO,ARMENIA,4.5,-75.73,6.17,0,N/A,UNGRD,0.9,0.8,0
2014-02-13,ANTIOQUIA,SAN LUIS,6.0,-75.05,0.1,0,N/A,News Report,0.2,0.0,0
2014-06-03,CUNDINAMARCA,GUAYABETAL,4.23,-73.84,8.4,0,N/A,UNGRD,1.9,25.5,0
2010-02-23,NARIÑO,TANGUA,1.06,-77.35,8.33,0,N/A,DESINVENTAR,11.2,7.5,0
2014-11-04,CHOCO,TADO,5.27,-76.33,15.08,0,N/A,UNGRD,12.9,5.6,0
2013-12-14,SANTANDER,ONZAGA,6.34,-72.81,12.48,0,N/A,UNGRD,0.1,0.0,0
2010-07-12,QUINDIO,ARMENIA,4.5,-75.73,6.17,0,N/A,UNGRD,6.0,6.9,0
2014-03-16,HUILA,ALGECIRAS,2.5,-75.29,13.7,0,N/A,UNGRD,0.0,0.0,0
2010-02-14,CALDAS,MARULANDA,5.17,-75.2,0.91,0,N/A,UNGRD,0.6,3.0,0
2015-11-04,NORTE DE SANTANDER,LABATECA,7.22,-72.48,9.02,0,N/A,UNGRD - News report,0.0,10.9,0
2011-02-03,SANTANDER,MATANZA,7.35,-73.05,8.67,0,N/A,UNGRD,0.0,0.0,0
2012-04-12,ANTIOQUIA,CAROLINA,6.76,-75.32,7.56,0,N/A,UNGRD,43.3,28.9,0
2011-06-14,HUILA,TESALIA,2.53,-75.68,11.06,0,N/A,UNGRD,1.6,1.2,0
2019-09-06,SANTANDER,BUCARAMANGA,7.16,-73.11,6.99,0,N/A,UNGRD,2.9,1.6,0
2015-12-19,CAUCA,ROSAS,2.22,-76.7,0.5,0,N/A,UNGRD,1.4,0.0,0
2011-08-16,NARIÑO,ILES,0.98,-77.52,5.06,0,N/A,UNGRD,5.5,0.0,0
2014-07-07,RISARALDA,PEREIRA,4.82,-75.7,6.5,0,N/A,UNGRD,2.7,0.0,0
2010-04-12,SANTANDER,PUERTO WILCHES,7.4,-73.84,21.86,0,N/A,UNGRD,1.6,10.2,0
2010-05-07,BOLIVAR,CARTAGENA,10.44,-75.46,13.88,0,N/A,UNGRD,4.7,1.4,0
2013-06-21,CAUCA,INZA,2.44,-76.17,19.62,0,N/A,UNGRD,0.0,0.0,0
2011-11-10,SANTANDER,ONZAGA,6.34,-72.81,12.48,0,N/A,UNGRD,4.4,5.0,0
2010-01-26,ANTIOQUIA,SEGOVIA,7.08,-74.7,0.5,0,N/A,UNGRD,0.3,0.0,0
2011-12-01,HUILA,NEIVA,3.14,-75.56,2.48,0,N/A,UNGRD,7.5,8.9,0
2010-06-19,NARIÑO,CUMBITARA,1.73,-77.59,10.64,0,N/A,UNGRD,5.6,6.3,0
2010-10-10,NARIÑO,LA CRUZ,1.58,-76.92,8.72,0,N/A,UNGRD,3.0,0.0,0
2013-05-18,CUNDINAMARCA,TENA,4.67,-74.37,4.04,0,N/A,UNGRD,9.1,2.3,0
2014-06-08,ANTIOQUIA,COCORNA,6.02,-75.17,8.45,0,N/A,UNGRD,32.0,0.5,0
2013-09-14,HUILA,TIMANA,1.95,-75.92,7.7,0,N/A,UNGRD,1.4,4.5,0
2011-03-03,BOYACA,JERICO (B),6.16,-72.59,6.48,0,N/A,UNGRD,2.5,2.0,0
2018-02-10,CHOCO,BAHIA SOLANO,6.25,-77.35,16.86,0,N/A,UNGRD,10.1,16.9,0
2010-03-26,VALLE DEL CAUCA,DAGUA,3.65,-76.72,17.11,0,N/A,UNGRD,0.0,2.9,0
2010-01-21,SANTANDER,MACARAVITA,6.51,-72.59,5.76,0,N/A,UNGRD,0.0,0.0,0
2010-03-18,BOYACA,FIRAVITOBA,5.67,-73.02,5.91,0,N/A,UNGRD,0.3,0.6,0
2010-03-18,CALDAS,SAMANA,5.52,-75.0,15.52,0,N/A,UNGRD,1.5,0.9,0
2011-08-28,NORTE DE SANTANDER,TEORAMA,8.64,-73.18,1.44,0,N/A,UNGRD,3.0,1.8,0
2010-09-11,CALDAS,MARQUETALIA,5.31,-75.04,5.36,0,N/A,UNGRD,0.8,2.8,0
2010-03-19,SANTANDER,BARICHARA,6.65,-73.21,6.62,0,N/A,UNGRD,0.0,1.9,0
2018-01-30,NARIÑO,FUNES,0.96,-77.4,11.21,0,N/A,SIMMA,0.0,0.0,0
2012-03-25,CUNDINAMARCA,GAMA,4.72,-73.6,5.84,0,N/A,UNGRD,10.7,7.1,0
2010-01-09,CUNDINAMARCA,VILLETA,5.01,-74.49,6.7,0,N/A,UNGRD,0.0,0.0,0
2010-10-28,VALLE DEL CAUCA,DAGUA,3.79,-76.66,2.99,0,N/A,UNGRD,18.9,7.1,0
2010-01-20,SANTANDER,CHARTA,7.28,-72.98,6.34,0,N/A,UNGRD,0.0,0.0,0
2010-08-29,CALDAS,ANSERMA,5.2,-75.75,8.15,0,N/A,UNGRD,1.7,1.3,0
2014-03-07,CUNDINAMARCA,GUADUAS,5.21,-74.71,2.34,0,N/A,UNGRD,4.6,15.3,0
2011-02-09,CAUCA,SANTANDER DE QUILICHAO,2.98,-76.5,12.85,0,N/A,News report,8.2,1.4,0
2014-12-10,RISARALDA,MISTRATO,5.36,-75.86,2.14,0,N/A,UNGRD,16.7,9.0,0
2010-10-23,NARIÑO,LA CRUZ,1.58,-76.92,8.72,0,N/A,UNGRD,1.8,5.3,0
2010-06-21,CUNDINAMARCA,VILLAPINZON,5.23,-73.58,8.47,0,N/A,UNGRD,13.8,3.9,0
2016-05-25,CALDAS,NEIRA,5.15,-75.49,1.16,0,N/A,UNGRD - SIMMA,3.8,5.8,0
2010-02-18,NORTE DE SANTANDER,CUCUTILLA,7.5,-72.8,10.84,0,N/A,UNGRD,0.0,0.0,0
2011-12-23,HUILA,RIVERA (H),2.78,-75.21,10.13,0,N/A,SIMMA,0.0,0.0,0
2014-02-13,BOYACA,MONIQUIRA,5.86,-73.56,8.28,0,N/A,UNGRD - SIMMA,5.5,4.7,0
2016-02-29,CHOCO,TADO,5.27,-76.33,15.08,0,N/A,UNGRD,0.0,0.0,0
2016-12-14,HUILA,SUAZA,1.87,-75.81,11.7,0,N/A,UNGRD,23.8,10.6,0
2011-05-29,RISARALDA,APIA,5.14,-75.95,6.88,0,N/A,UNGRD,6.1,3.0,0
2011-05-01,NORTE DE SANTANDER,LABATECA,7.22,-72.48,9.02,0,N/A,UNGRD,1.6,9.1,0
2016-10-02,ANTIOQUIA,DABEIBA,7.08,-76.29,1.21,0,N/A,UNGRD,2.8,0.0,0
2010-07-10,NARIÑO,ILES,0.98,-77.52,5.06,0,N/A,UNGRD,1.0,0.0,0
2012-12-08,HUILA,NEIVA,2.93,-75.28,4.5,0,N/A,UNGRD,8.2,8.5,0
2010-01-01,BOYACA,TASCO,5.88,-72.73,8.18,0,N/A,DESINVENTAR,0.0,0.0,0
2015-10-08,RISARALDA,PEREIRA,4.82,-75.7,6.5,0,N/A,UNGRD,0.0,2.4,0
2011-06-09,HUILA,NEIVA,3.01,-75.28,19.53,0,N/A,UNGRD,0.0,0.4,0
2013-08-26,NARIÑO,IPIALES,0.5,-77.24,22.45,0,N/A,UNGRD,30.0,17.0,0
2010-05-09,ANTIOQUIA,GOMEZ PLATA,6.71,-75.19,10.26,0,N/A,UNGRD,14.0,15.0,0
2010-08-24,ANTIOQUIA,GOMEZ PLATA,6.71,-75.19,10.26,0,N/A,UNGRD,0.1,3.0,0
2015-01-05,HUILA,PALERMO,2.92,-75.66,1.91,0,N/A,UNGRD,0.0,0.0,0
2019-02-25,TOLIMA,IBAGUE,4.45,-75.25,20.94,0,N/A,UNGRD,112.0,2.0,0
2010-11-01,CAUCA,PURACE,2.27,-76.46,12.71,0,N/A,UNGRD,5.1,2.9,0
2011-10-21,NARIÑO,CONTADERO,0.93,-77.53,3.71,0,N/A,DESINVENTAR,0.3,0.8,0
2017-08-12,CHOCO,EL CARMEN DE ATRATO,5.81,-76.19,16.26,0,N/A,News Report,34.6,3.6,0
2012-10-26,ANTIOQUIA,AMAGA,6.03,-75.71,5.14,0,N/A,SIMMA,12.4,3.0,0
2010-03-11,TOLIMA,HERVEO,5.07,-75.24,10.14,0,N/A,UNGRD,2.1,0.0,0
2013-07-16,VALLE DEL CAUCA,PALMIRA,3.56,-76.23,17.88,0,N/A,UNGRD,0.5,0.0,0
2010-09-01,CUNDINAMARCA,GUADUAS,5.08,-74.71,2.95,0,N/A,UNGRD,7.8,12.6,0
2010-01-19,CUNDINAMARCA,SOACHA,4.58,-74.24,7.73,0,N/A,UNGRD,0.0,0.0,0
2010-10-01,SANTANDER,EL CARMEN DE CHUCURI,6.56,-73.67,1.44,0,N/A,UNGRD,1.8,9.0,0
2015-02-23,HUILA,PALERMO,2.92,-75.66,1.91,0,N/A,UNGRD,0.0,0.0,0
2016-03-11,CUNDINAMARCA,TOCANCIPA,4.97,-73.93,4.87,0,N/A,UNGRD,6.1,3.9,0
2018-07-28,HUILA,NEIVA,2.93,-75.28,4.5,0,N/A,UNGRD,0.4,0.0,0
2016-11-29,RISARALDA,PUEBLO RICO,5.36,-76.12,0.87,0,N/A,UNGRD,11.7,13.7,0
